,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
602,79,Saturn Ramenskoe,Premier Liga,£2.36m,11,-,9,"-2,63 Mill. £",2002.0
603,80,Hertha BSC,Bundesliga,£2.30m,9,£8.33m,6,"6,70 Mill. £",2002.0
604,81,KRC Genk,Jupiler Pro League,£2.25m,15,-,13,"-2,50 Mill. £",2002.0
605,82,Como Calcio,Serie A,£2.25m,27,£450k,29,"-2,00 Mill. £",2002.0
606,83,Club Atlético Boca Juniors,Argentina,£2.12m,43,£11.21m,31,"10,10 Mill. £",2002.0
607,84,Wigan Athletic,Second Division (bis 03/04),£2.09m,10,-,12,"-2,33 Mill. £",2002.0
608,85,Preston North End,First Division,£2.07m,23,£2.32m,20,275 Th. £,2002.0
609,86,RSC Anderlecht U19,Belgium,£2.03m,4,-,5,"-2,25 Mill. £",2002.0
610,87,TSV 1860 Munich,Bundesliga,£2.00m,10,£4.01m,10,"2,23 Mill. £",2002.0
611,88,VfL Wolfsburg,Bundesliga,£1.93m,14,£225k,17,"-1,89 Mill. £",2002.0
612,89,Villarreal CF,LaLiga,£1.89m,13,£54k,12,"-2,04 Mill. £",2002.0
613,90,Querétaro FC,Mexico,£1.80m,17,-,3,"-2,00 Mill. £",2002.0
614,91,Vitesse Arnhem,Eredivisie,£1.80m,9,£10.58m,9,"9,75 Mill. £",2002.0
615,92,Racing Club,Argentina,£1.80m,16,£3.70m,20,"2,11 Mill. £",2002.0
616,93,Sporting CP,Liga NOS,£1.80m,14,£11.48m,16,"10,75 Mill. £",2002.0
617,94,Calcio Catania,Serie B,£1.71m,27,-,28,"-1,90 Mill. £",2002.0
618,95,SSC Napoli,Serie B,£1.67m,19,£3.74m,25,"2,30 Mill. £",2002.0
619,96,Al-Ittihad Tripoli,Libya,£1.58m,5,-,1,"-1,75 Mill. £",2002.0
620,97,FK Rostov,Premier Liga,£1.53m,10,£360k,14,"-1,30 Mill. £",2002.0
621,98,Portsmouth FC,First Division,£1.49m,33,£540k,31,"-1,06 Mill. £",2002.0
622,99,SK Slavia Prag,Fortuna Liga,£1.49m,14,-,8,"-1,65 Mill. £",2002.0
623,100,Iraklis Thessaloniki,Super League,£1.44m,11,£810k,13,-700 Th. £,2002.0
625,101,Rubin Kazan,Premier Liga,£1.40m,17,-,15,"-1,55 Mill. £",2002.0
626,102,Cruzeiro Esporte Clube,Brazil,£1.35m,26,£1.62m,25,300 Th. £,2002.0
627,103,Shakhtar Donetsk,Premier Liga,£1.35m,8,£180k,12,"-1,30 Mill. £",2002.0
628,104,Gaziantepspor,Süper Lig,£1.35m,30,£2.25m,23,"1,00 Mill. £",2002.0
629,105,Sevilla FC,LaLiga,£1.31m,8,-,9,"-1,45 Mill. £",2002.0
630,106,Spartak Moscow,Premier Liga,£1.17m,22,£3.43m,21,"2,52 Mill. £",2002.0
631,107,Shanghai COSCO Sanlin,China,£1.17m,7,-,4,"-1,30 Mill. £",2002.0
632,108,Grasshopper Club Zurich,Super League,£1.13m,14,£1.94m,15,900 Th. £,2002.0
633,109,Deportivo Guadalajara,Mexico,£1.04m,6,-,9,"-1,15 Mill. £",2002.0
634,110,Stockport County,Second Division (bis 03/04),£1.02m,15,£135k,17,-983 Th. £,2002.0
635,111,Al-Ittihad Jeddah,Saudi Arabia,£990k,6,-,3,"-1,10 Mill. £",2002.0
636,112,Alania Vladikavkaz,Premier Liga,£900k,18,£743k,13,-175 Th. £,2002.0
637,113,GNK Dinamo Zagreb,Croatia,£900k,26,-,22,"-1,00 Mill. £",2002.0
638,114,Boavista Porto FC,Liga NOS,£900k,20,-,11,"-1,00 Mill. £",2002.0
639,115,AJ Auxerre,Ligue 1,£900k,11,-,10,"-1,00 Mill. £",2002.0
640,116,Genclerbirligi Ankara,Süper Lig,£900k,22,£720k,20,-200 Th. £,2002.0
641,117,Chelsea FC Reserves,England,£900k,3,-,1,"-1,00 Mill. £",2002.0
642,118,Royal Antwerp FC,Jupiler Pro League,£900k,13,-,20,"-1,00 Mill. £",2002.0
643,119,Shanghai Shenhua,China,£855k,10,£1.17m,3,350 Th. £,2002.0
644,120,AZ Alkmaar,Eredivisie,£855k,10,£135k,14,-800 Th. £,2002.0
645,121,Cardiff City,Second Division (bis 03/04),£810k,12,-,11,-900 Th. £,2002.0
646,122,Ascoli Calcio 1898,Serie B,£810k,27,-,26,-900 Th. £,2002.0
647,123,Atalanta BC,Serie A,£810k,16,-,17,-900 Th. £,2002.0
648,124,Atlético Paranaense,Brazil,£810k,18,£810k,13,+-0,2002.0
649,125,Tigres UANL,Mexico,£810k,11,-,12,-900 Th. £,2002.0
651,126,FC Energie Cottbus,Bundesliga,£810k,11,£1.08m,16,300 Th. £,2002.0
652,127,Arminia Bielefeld,Bundesliga,£810k,13,£1.85m,14,"1,15 Mill. £",2002.0
653,128,Hull City,England,£788k,31,-,30,-875 Th. £,2002.0
654,129,CD Cruz Azul,Mexico,£765k,8,-,9,-850 Th. £,2002.0
655,130,Steaua Bukarest,Romania,£765k,6,£486k,10,-310 Th. £,2002.0
656,131,Vitória Guimarães SC,Liga NOS,£720k,14,-,11,-800 Th. £,2002.0
657,132,FC Slovan Liberec,Fortuna Liga,£675k,10,£2.79m,7,"2,35 Mill. £",2002.0
658,133,Panathinaikos Athens,Super League,£675k,12,-,8,-750 Th. £,2002.0
659,134,1.FSV Mainz 05,2.Bundesliga,£639k,12,£3.51m,12,"3,19 Mill. £",2002.0
660,135,Denizlispor,Süper Lig,£630k,22,-,27,-700 Th. £,2002.0
661,136,Moroka Swallows,South Africa,£630k,7,£585k,5,-50 Th. £,2002.0
662,137,Genoa CFC,Serie B,£630k,26,-,22,-700 Th. £,2002.0
663,138,FC Copenhagen,Denmark,£585k,11,£8.64m,11,"8,95 Mill. £",2002.0
664,139,CSKA Sofia,Bulgaria,£585k,11,£2.66m,16,"2,30 Mill. £",2002.0
665,140,Brisbane Strikers FC,Australia,£585k,1,-,2,-650 Th. £,2002.0
666,141,Oldham Athletic,Second Division (bis 03/04),£563k,15,-,18,-625 Th. £,2002.0
667,142,Chornomorets Odessa,Premier Liga,£540k,17,-,7,-600 Th. £,2002.0
668,143,Aalesunds FK,Eliteserien,£522k,7,-,4,-580 Th. £,2002.0
669,144,Arsenal Kyiv,Premier Liga,£518k,25,£540k,15,25 Th. £,2002.0
670,145,Chievo Verona,Serie A,£495k,34,£3.60m,23,"3,45 Mill. £",2002.0
671,146,Levski Sofia,Bulgaria,£450k,16,£3.69m,20,"3,60 Mill. £",2002.0
672,147,FC Kärnten,Bundesliga,£450k,11,£90k,6,-400 Th. £,2002.0
673,148,Djurgardens IF,Sweden,£450k,10,£81k,10,-410 Th. £,2002.0
674,149,Dalian Shide,China,£450k,5,-,4,-500 Th. £,2002.0
675,150,Samsunspor,Süper Lig,£450k,18,-,14,-500 Th. £,2002.0
677,151,Inter Milan Primavera,Italy,£450k,7,-,14,-500 Th. £,2002.0
678,152,Al-Nasr (Dubai),United Arab Emirates,£450k,4,-,3,-500 Th. £,2002.0
679,153,Puebla FC,Mexico,£450k,8,-,11,-500 Th. £,2002.0
680,154,Coventry City,First Division,£450k,21,£14.72m,26,"15,85 Mill. £",2002.0
681,155,FC Groningen,Eredivisie,£450k,10,£4.19m,19,"4,15 Mill. £",2002.0
682,156,Racing Santander,LaLiga,£450k,15,£1.62m,7,"1,30 Mill. £",2002.0
683,157,Chicago Fire,MLS,£450k,15,-,13,-500 Th. £,2002.0
684,158,Real Madrid B,2ª B - Grupo I,£405k,13,-,12,-450 Th. £,2002.0
685,159,Santos Laguna,Mexico,£405k,6,-,3,-450 Th. £,2002.0
686,160,CF Atlante,Mexico,£360k,11,-,13,-400 Th. £,2002.0
687,161,AC Sparta Praha,Fortuna Liga,£360k,15,£9.59m,18,"10,25 Mill. £",2002.0
688,162,Modena FC 2018,Serie A,£360k,20,-,16,-400 Th. £,2002.0
689,163,Esteghlal FC,Iran,£360k,4,-,4,-400 Th. £,2002.0
690,164,Torino Calcio,Serie A,£360k,31,-,18,-400 Th. £,2002.0
691,165,Dnipro Dnipropetrovsk,Premier Liga,£360k,10,-,5,-400 Th. £,2002.0
692,166,West Ham United,Premier League,£360k,18,£68k,18,-325 Th. £,2002.0
693,167,Panachaiki Patras,Super League,£360k,23,-,15,-400 Th. £,2002.0
694,168,Carrarese Calcio 1908,Serie C - A,£360k,24,£540k,22,200 Th. £,2002.0
695,169,Olympiacos Piraeus,Super League,£351k,13,-,9,-390 Th. £,2002.0
696,170,Rosenborg BK,Eliteserien,£342k,8,£522k,9,200 Th. £,2002.0
697,171,Dyskobolia Grodzisk Wielkopolski,Ekstraklasa,£342k,9,-,11,-380 Th. £,2002.0
698,172,Sheffield United,First Division,£338k,26,-,25,-375 Th. £,2002.0
699,173,Queens Park Rangers,Second Division (bis 03/04),£338k,17,-,26,-375 Th. £,2002.0
700,174,Shinnik Yaroslavl,Premier Liga,£338k,7,-,9,-375 Th. £,2002.0
701,175,NAC Breda,Eredivisie,£315k,12,£450k,7,150 Th. £,2002.0
703,176,Seongnam Ilhwa Chunma FC,K League 1,£315k,12,-,6,-350 Th. £,2002.0
704,177,Dinamo Bukarest,Romania,£315k,24,£630k,19,350 Th. £,2002.0
705,178,Red Star Belgrade,Serbia,£270k,12,-,15,-300 Th. £,2002.0
706,179,Club de Regatas Vasco da Gama,Brazil,£270k,19,£563k,18,325 Th. £,2002.0
707,180,Maccabi Netanya,Israel,£270k,8,-,6,-300 Th. £,2002.0
708,181,Dardanelspor,1.Lig,£270k,15,-,12,-300 Th. £,2002.0
709,182,KSC Lokeren,Jupiler Pro League,£270k,11,£1.44m,11,"1,30 Mill. £",2002.0
710,183,Dynamo 2 Kyiv,Ukraine,£270k,8,-,5,-300 Th. £,2002.0
711,184,Casino Schwarz-Weiss Bregenz,Bundesliga,£248k,16,£225k,16,-25 Th. £,2002.0
712,185,Lierse SK,Jupiler Pro League,£243k,13,-,8,-270 Th. £,2002.0
713,186,FC Messina Peloro,Serie B,£239k,26,-,30,-265 Th. £,2002.0
714,187,FC St. Gallen 1879,Super League,£225k,11,-,15,-250 Th. £,2002.0
715,188,Odense Boldklub,Denmark,£225k,10,-,7,-250 Th. £,2002.0
716,189,Aberdeen FC,Scotland,£225k,15,-,9,-250 Th. £,2002.0
717,190,SC Freiburg,2.Bundesliga,£225k,8,£27k,12,-220 Th. £,2002.0
718,191,Zeleznicar Lajkovac,Serbia,£225k,1,-,1,-250 Th. £,2002.0
719,192,SpVgg Unterhaching,Regionalliga Süd,£225k,12,£270k,19,50 Th. £,2002.0
720,193,Zamalek SC,Premier League,£225k,5,-,2,-250 Th. £,2002.0
721,194,OFI Crete,Super League,£225k,11,£135k,11,-100 Th. £,2002.0
722,195,Torpedo-Metallurg Moskau,Premier Liga,£225k,19,-,14,-250 Th. £,2002.0
723,196,HNK Hajduk Split,Croatia,£216k,15,£675k,17,510 Th. £,2002.0
724,197,FC Bayern Munich II,Regionalliga Süd,£207k,10,-,7,-230 Th. £,2002.0
725,198,Dundee FC,Scotland,£203k,17,-,18,-225 Th. £,2002.0
726,199,Sheffield Wednesday,First Division,£203k,16,-,19,-225 Th. £,2002.0
727,200,FK Smederevo,Serbia,£198k,9,-,4,-220 Th. £,2002.0
729,201,SV Wacker Burghausen,2.Bundesliga,£187k,13,-,12,-208 Th. £,2002.0
730,202,Kashiwa Reysol,J1 - 2nd Stage,£180k,11,-,15,-200 Th. £,2002.0
731,203,Old Boys Buenos Aires,Argentina,£180k,1,-,0,-200 Th. £,2002.0
732,204,AD São Caetano (SP),Brazil,£180k,15,£540k,16,400 Th. £,2002.0
733,205,Chunnam Dragons,K League 1,£180k,13,-,7,-200 Th. £,2002.0
734,206,RCD Mallorca,LaLiga,£180k,15,£13.50m,12,"14,80 Mill. £",2002.0
735,207,Cherno More Varna,Bulgaria,£180k,14,-,12,-200 Th. £,2002.0
736,208,1.FC Nuremberg,Bundesliga,£180k,8,-,8,-200 Th. £,2002.0
737,209,Sociedade Esportiva do Gama (DF),Brazil,£180k,7,-,6,-200 Th. £,2002.0
738,210,União de Leiria,Liga NOS,£180k,14,£2.03m,12,"2,05 Mill. £",2002.0
739,211,Istanbulspor,Süper Lig,£180k,18,-,12,-200 Th. £,2002.0
740,212,FC St. Pauli,2.Bundesliga,£176k,19,£428k,17,280 Th. £,2002.0
741,213,Mansfield Town,Second Division (bis 03/04),£158k,25,-,16,-175 Th. £,2002.0
742,214,SL Benfica,Liga NOS,£158k,21,£1.35m,25,"1,33 Mill. £",2002.0
743,215,Carlisle United,England,£149k,20,-,16,-165 Th. £,2002.0
744,216,Apollon Kalamarias,Rel. Super League,£135k,11,£45k,12,-100 Th. £,2002.0
745,217,Shakhtjor Soligorsk,Vysheyshaya Liga,£135k,9,-,14,-150 Th. £,2002.0
746,218,Preußen Münster,Regionalliga Nord,£135k,14,-,13,-150 Th. £,2002.0
747,219,Górnik Zabrze,Ekstraklasa,£135k,11,£342k,11,230 Th. £,2002.0
748,220,FC Empoli,Serie A,£135k,24,£17.45m,20,"19,24 Mill. £",2002.0
749,221,Luton Town,Second Division (bis 03/04),£135k,13,£540k,12,450 Th. £,2002.0
750,222,VfB Stuttgart,Bundesliga,£135k,5,-,4,-150 Th. £,2002.0
751,223,1. FC Köln,2.Bundesliga,£135k,11,£3.33m,13,"3,55 Mill. £",2002.0
752,224,SV Eintracht Trier 05,2.Bundesliga,£135k,14,-,11,-150 Th. £,2002.0
753,225,Egaleo AO,Super League,£135k,15,-,14,-150 Th. £,2002.0
755,226,Dunfermline Athletic FC,Scotland,£135k,7,-,7,-150 Th. £,2002.0
756,227,Clube de Regatas do Flamengo,Brazil,£135k,22,£3.26m,18,"3,48 Mill. £",2002.0
757,228,LR Ahlen,2.Bundesliga,£126k,18,-,17,-140 Th. £,2002.0
758,229,1.FC Union Berlin,2.Bundesliga,£126k,10,£225k,15,110 Th. £,2002.0
759,230,HNK Hajduk Split U19,Croatia,£117k,1,-,1,-130 Th. £,2002.0
760,231,OFK Beograd,Serbia,£113k,20,£1.22m,13,"1,23 Mill. £",2002.0
761,232,Västerås SK,Sweden,£113k,2,-,0,-125 Th. £,2002.0
762,233,SK Tavriya Simferopol,Premier Liga,£113k,8,-,8,-125 Th. £,2002.0
763,234,Geylang United,Singapore,£113k,1,-,2,-125 Th. £,2002.0
764,235,Fluminense Football Club,Brazil,£113k,13,£945k,16,925 Th. £,2002.0
765,236,Lokomotiv Sofia,Bulgaria,£113k,7,£450k,9,375 Th. £,2002.0
766,237,Eintracht Frankfurt,2.Bundesliga,£113k,12,£2.21m,17,"2,33 Mill. £",2002.0
767,238,Lillestrøm SK,Eliteserien,£113k,7,£2.16m,8,"2,28 Mill. £",2002.0
768,239,VfL Osnabrück,Regionalliga Nord,£108k,13,-,12,-120 Th. £,2002.0
769,240,PGE GKS Belchatow,Poland,£104k,7,-,8,-115 Th. £,2002.0
770,241,Al-Ahli Dschidda Jugend,Saudi Arabia,£99k,2,-,0,-110 Th. £,2002.0
771,242,NK Celje,Prva Liga,£99k,10,-,6,-110 Th. £,2002.0
772,243,Ionikos Nikea,Rel. Super League,£90k,14,-,18,-100 Th. £,2002.0
773,244,Falkirk FC,Scotland,£90k,14,-,8,-100 Th. £,2002.0
774,245,FK Dinamo Tirana,Albania,£90k,6,-,2,-100 Th. £,2002.0
775,246,FC Koper,Prva Liga,£90k,9,-,8,-100 Th. £,2002.0
776,247,KV Oostende,Belgium,£90k,9,-,3,-100 Th. £,2002.0
777,248,MKE Ankaragücü,Süper Lig,£90k,22,-,9,-100 Th. £,2002.0
778,249,Kristall Smolensk,Russia,£90k,15,-,9,-100 Th. £,2002.0
779,250,Chernomorets Novorossijsk,Premier Liga,£90k,17,-,13,-100 Th. £,2002.0
781,1,Chelsea FC,Premier League,£152.28m,29,£855k,23,"-168,25 Mill. £",2003.0
782,2,FC Internazionale,Serie A,£54.00m,50,£44.82m,33,"-10,20 Mill. £",2003.0
783,3,Manchester United,Premier League,£50.87m,28,£53.10m,25,"2,48 Mill. £",2003.0
784,4,FC Barcelona,LaLiga,£41.27m,19,£25.11m,19,"-17,95 Mill. £",2003.0
785,5,Real Madrid,LaLiga,£33.75m,15,£28.62m,15,"-5,70 Mill. £",2003.0
786,6,Paris Saint-Germain,Ligue 1,£31.41m,29,£31.46m,28,50 Th. £,2003.0
787,7,Arsenal FC,Premier League,£27.56m,25,£945k,22,"-29,57 Mill. £",2003.0
788,8,Tottenham Hotspur,Premier League,£26.78m,19,£1.58m,22,"-28,00 Mill. £",2003.0
789,9,Bayern Munich,Bundesliga,£24.30m,7,£4.05m,9,"-22,50 Mill. £",2003.0
790,10,Olympique Lyon,Ligue 1,£22.95m,11,£3.74m,10,"-21,35 Mill. £",2003.0
791,11,AS Roma,Serie A,£22.91m,23,£180k,18,"-25,25 Mill. £",2003.0
792,12,AC Parma,Serie A,£21.61m,39,£55.08m,30,"37,19 Mill. £",2003.0
793,13,Blackburn Rovers,Premier League,£20.11m,26,£30.92m,32,"12,01 Mill. £",2003.0
794,14,Villarreal CF,LaLiga,£19.85m,14,-,17,"-22,05 Mill. £",2003.0
795,15,Olympique Marseille,Ligue 1,£16.97m,31,£10.35m,27,"-7,35 Mill. £",2003.0
796,16,SS Lazio,Serie A,£16.22m,26,£6.93m,22,"-10,33 Mill. £",2003.0
797,17,Shakhtar Donetsk,Premier Liga,£16.20m,14,-,9,"-18,00 Mill. £",2003.0
798,18,Dynamo Kyiv,Premier Liga,£15.32m,21,-,8,"-17,03 Mill. £",2003.0
799,19,Birmingham City,Premier League,£14.94m,18,£1.76m,27,"-14,65 Mill. £",2003.0
800,20,Borussia Dortmund,Bundesliga,£14.91m,14,£3.33m,9,"-12,87 Mill. £",2003.0
801,21,Manchester City,Premier League,£14.90m,25,£5.96m,24,"-9,94 Mill. £",2003.0
802,22,SL Benfica,Liga NOS,£14.40m,18,£117k,17,"-15,87 Mill. £",2003.0
803,23,CSKA Moscow,Premier Liga,£14.27m,15,-,12,"-15,85 Mill. £",2003.0
804,24,Liverpool FC,Premier League,£14.09m,22,-,15,"-15,65 Mill. £",2003.0
805,25,Juventus FC,Serie A,£13.50m,39,£6.26m,24,"-8,05 Mill. £",2003.0
807,26,VfL Wolfsburg,Bundesliga,£12.26m,15,£2.72m,21,"-10,61 Mill. £",2003.0
808,27,Milan AC,Serie A,£11.70m,29,£10.22m,20,"-1,65 Mill. £",2003.0
809,28,US Palermo,Serie B,£11.12m,37,£1.62m,28,"-10,55 Mill. £",2003.0
810,29,Portsmouth FC,Premier League,£10.60m,38,£180k,37,"-11,58 Mill. £",2003.0
811,30,Feyenoord Rotterdam,Eredivisie,£10.35m,21,£8.55m,20,"-2,00 Mill. £",2003.0
812,31,Ajax Amsterdam,Eredivisie,£10.08m,27,£32.94m,19,"25,40 Mill. £",2003.0
813,32,FC Porto,Liga NOS,£9.45m,34,£9.00m,18,-500 Th. £,2003.0
814,33,Middlesbrough FC,Premier League,£9.18m,28,£1.01m,29,"-9,08 Mill. £",2003.0
815,34,Everton FC,Premier League,£9.06m,18,£878k,20,"-9,09 Mill. £",2003.0
816,35,Wolverhampton Wanderers,Premier League,£8.89m,27,£1.04m,19,"-8,73 Mill. £",2003.0
817,36,FC Girondins Bordeaux,Ligue 1,£8.55m,21,£14.85m,15,"7,00 Mill. £",2003.0
818,37,Southampton FC,Premier League,£8.08m,22,£9.79m,20,"1,90 Mill. £",2003.0
819,38,Spartak Moscow,Premier Liga,£7.97m,19,£1.44m,21,"-7,25 Mill. £",2003.0
820,39,Fulham FC,Premier League,£7.63m,33,£22.54m,28,"16,56 Mill. £",2003.0
821,40,Aston Villa,Premier League,£7.54m,19,£261k,28,"-8,09 Mill. £",2003.0
822,41,VfB Stuttgart,Bundesliga,£7.20m,15,£315k,12,"-7,65 Mill. £",2003.0
823,42,Atlético Madrid,LaLiga,£7.20m,23,£225k,23,"-7,75 Mill. £",2003.0
824,43,Sporting CP,Liga NOS,£6.84m,20,£24.17m,13,"19,25 Mill. £",2003.0
825,44,Fenerbahce SK,Süper Lig,£6.57m,16,£630k,21,"-6,60 Mill. £",2003.0
826,45,Krylya Sovetov Samara,Premier Liga,£6.12m,12,-,13,"-6,80 Mill. £",2003.0
827,46,RCD Mallorca,LaLiga,£5.85m,18,£9.00m,17,"3,50 Mill. £",2003.0
828,47,Galatasaray SK,Süper Lig,£5.54m,18,£3.60m,19,"-2,15 Mill. £",2003.0
829,48,Lokomotiv Moscow,Premier Liga,£5.40m,12,£675k,11,"-5,25 Mill. £",2003.0
830,49,Chievo Verona,Serie A,£4.91m,48,£6.30m,48,"1,55 Mill. £",2003.0
831,50,West Bromwich Albion,First Division,£4.79m,23,£2.31m,24,"-2,76 Mill. £",2003.0
833,51,Trabzonspor,Süper Lig,£4.77m,17,-,21,"-5,30 Mill. £",2003.0
834,52,Stade Rennais FC,Ligue 1,£4.73m,20,£5.70m,25,"1,08 Mill. £",2003.0
835,53,Hannover 96,Bundesliga,£4.53m,27,£270k,24,"-4,73 Mill. £",2003.0
836,54,Vissel Kobe,J1 - 2nd Stage,£4.50m,13,-,8,"-5,00 Mill. £",2003.0
837,55,Deportivo Guadalajara,Mexico,£4.41m,10,-,9,"-4,90 Mill. £",2003.0
838,56,Besiktas JK,Süper Lig,£4.14m,16,£8.78m,22,"5,15 Mill. £",2003.0
839,57,Saturn Ramenskoe,Premier Liga,£4.03m,18,£45k,16,"-4,43 Mill. £",2003.0
840,58,AJ Auxerre,Ligue 1,£3.96m,9,£3.17m,10,-875 Th. £,2003.0
841,59,Rubin Kazan,Premier Liga,£3.74m,12,-,9,"-4,15 Mill. £",2003.0
842,60,PSV Eindhoven,Eredivisie,£3.60m,22,-,18,"-4,00 Mill. £",2003.0
843,61,Santos Laguna,Mexico,£3.60m,13,-,5,"-4,00 Mill. £",2003.0
844,62,Real Sociedad,LaLiga,£3.60m,8,-,8,"-4,00 Mill. £",2003.0
845,63,CD Cruz Azul,Mexico,£3.56m,12,£2.52m,12,"-1,15 Mill. £",2003.0
846,64,Kashiwa Reysol,J1 - 2nd Stage,£3.51m,12,-,8,"-3,90 Mill. £",2003.0
847,65,Tianjin Teda,China,£3.36m,8,-,5,"-3,74 Mill. £",2003.0
848,66,Wigan Athletic,First Division,£3.24m,16,£1.35m,9,"-2,10 Mill. £",2003.0
849,67,1.FC Kaiserslautern,Bundesliga,£3.17m,15,-,11,"-3,52 Mill. £",2003.0
850,68,Real Zaragoza,LaLiga,£3.15m,11,-,12,"-3,50 Mill. £",2003.0
