,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
1132,89,Steaua Bukarest,Liga 1,£7.38m,40,£6.89m,39,-545 Th. £,2010.0
1133,90,Cruzeiro Esporte Clube,Série A,£7.22m,70,£1.80m,69,"-6,02 Mill. £",2010.0
1134,91,Trabzonspor,Süper Lig,£7.11m,31,£1.62m,21,"-6,10 Mill. £",2010.0
1135,92,Sociedade Esportiva Palmeiras,Série A,£6.90m,43,£4.55m,50,"-2,62 Mill. £",2010.0
1136,93,Rangers FC,Premiership,£6.57m,20,£4.93m,22,"-1,83 Mill. £",2010.0
1137,94,Sport Club Internacional,Série A,£6.57m,46,£30.96m,47,"27,11 Mill. £",2010.0
1138,95,Middlesbrough FC,Championship,£6.49m,26,£7.61m,21,"1,24 Mill. £",2010.0
1139,96,Borussia Mönchengladbach,Bundesliga,£6.30m,16,£1.80m,12,"-5,00 Mill. £",2010.0
1140,97,Club Atlético San Lorenzo de Almagro,Torneo Final,£6.23m,33,£4.77m,27,"-1,62 Mill. £",2010.0
1141,98,Cagliari Calcio,Serie A,£6.08m,21,£4.42m,24,"-1,84 Mill. £",2010.0
1142,99,Club Atlético River Plate,Torneo Final,£5.96m,24,£792k,27,"-5,74 Mill. £",2010.0
1143,100,Kuban Krasnodar,Premier Liga,£5.94m,19,£144k,23,"-6,44 Mill. £",2010.0
1145,101,AC Cesena,Serie A,£5.91m,62,£3.24m,59,"-2,97 Mill. £",2010.0
1146,102,Racing Club,Torneo Final,£5.88m,27,£2.17m,26,"-4,12 Mill. £",2010.0
1147,103,Al Duhail Sports Club,Qatar,£5.85m,19,-,1,"-6,50 Mill. £",2010.0
1148,104,Burnley FC,Championship,£5.69m,22,£6.48m,26,875 Th. £,2010.0
1149,105,FC Lorient,Ligue 1,£5.40m,20,£11.52m,16,"6,80 Mill. £",2010.0
1150,106,Queens Park Rangers,Championship,£5.39m,52,-,38,"-5,99 Mill. £",2010.0
1151,107,Clube de Regatas do Flamengo,Série A,£5.33m,50,£2.88m,55,"-2,73 Mill. £",2010.0
1152,108,Genclerbirligi Ankara,Süper Lig,£5.31m,48,£540k,37,"-5,30 Mill. £",2010.0
1153,109,Vitesse Arnhem,Eredivisie,£5.22m,25,£1.17m,27,"-4,50 Mill. £",2010.0
1154,110,Blackpool FC,Premier League,£5.15m,28,£630k,24,"-5,03 Mill. £",2010.0
1155,111,Bayer 04 Leverkusen,Bundesliga,£5.13m,20,£5.90m,15,850 Th. £,2010.0
1156,112,Borussia Dortmund,Bundesliga,£5.04m,16,£3.87m,12,"-1,30 Mill. £",2010.0
1157,113,CF Pachuca,Liga MX Clausura,£4.94m,20,£5.27m,22,360 Th. £,2010.0
1158,114,Leicester City,Championship,£4.94m,43,£2.69m,44,"-2,50 Mill. £",2010.0
1159,115,San Luis FC,Liga MX Clausura,£4.91m,46,£873k,38,"-4,48 Mill. £",2010.0
1160,116,Hércules CF,LaLiga,£4.87m,13,£360k,16,"-5,01 Mill. £",2010.0
1161,117,Bolton Wanderers,Premier League,£4.86m,19,£1.26m,19,"-4,00 Mill. £",2010.0
1162,118,Monarcas Morelia,Liga MX Clausura,£4.68m,38,£2.07m,27,"-2,90 Mill. £",2010.0
1163,119,US Lecce,Serie A,£4.59m,39,£1.93m,39,"-2,96 Mill. £",2010.0
1164,120,Hull City,Championship,£4.57m,42,£8.10m,42,"3,92 Mill. £",2010.0
1165,121,Blackburn Rovers,Premier League,£4.55m,30,£248k,30,"-4,78 Mill. £",2010.0
1166,122,Al-Ahli Dubai Club,United Arab Emirates,£4.50m,12,-,17,"-5,00 Mill. £",2010.0
1167,123,Ajax Amsterdam,Eredivisie,£4.50m,20,£26.28m,14,"24,20 Mill. £",2010.0
1168,124,Norwich City,Championship,£4.49m,30,£194k,25,"-4,78 Mill. £",2010.0
1169,125,Torino FC,Serie B,£4.41m,49,£6.30m,51,"2,10 Mill. £",2010.0
1171,126,MKE Ankaragücü,Süper Lig,£4.37m,50,-,44,"-4,85 Mill. £",2010.0
1172,127,Chievo Verona,Serie A,£4.37m,75,£450,59,"-4,85 Mill. £",2010.0
1173,128,Maccabi Tel Aviv,Ligat ha'Al,£4.32m,23,£900k,19,"-3,81 Mill. £",2010.0
1174,129,1. FC Köln,Bundesliga,£4.14m,22,£45k,14,"-4,55 Mill. £",2010.0
1175,130,1.FC Kaiserslautern,Bundesliga,£4.14m,19,£90k,23,"-4,50 Mill. £",2010.0
1176,131,Novara Calcio 1908,Serie B,£4.14m,27,£4.50m,20,400 Th. £,2010.0
1177,132,Real Zaragoza,LaLiga,£3.92m,18,£1.80m,22,"-2,35 Mill. £",2010.0
1178,133,El-Jaish Sports Club,Qatar,£3.92m,5,-,1,"-4,35 Mill. £",2010.0
1179,134,HSC Montpellier,Ligue 1,£3.87m,16,£12.60m,13,"9,70 Mill. £",2010.0
1180,135,Club Atlético Vélez Sarsfield,Torneo Final,£3.83m,21,£12.52m,19,"9,66 Mill. £",2010.0
1181,136,Villarreal CF,LaLiga,£3.83m,22,£13.79m,16,"11,07 Mill. £",2010.0
1182,137,Real Sociedad,LaLiga,£3.78m,11,-,10,"-4,20 Mill. £",2010.0
1183,138,Calcio Catania,Serie A,£3.78m,28,£15.30m,28,"12,80 Mill. £",2010.0
1184,139,SM Caen,Ligue 1,£3.78m,11,-,10,"-4,20 Mill. £",2010.0
1185,140,CD Cruz Azul,Liga MX Clausura,£3.69m,27,£144k,24,"-3,94 Mill. £",2010.0
1186,141,FC Seoul,K League 1,£3.62m,16,-,22,"-4,02 Mill. £",2010.0
1187,142,FC Copenhagen,Superligaen,£3.62m,15,£1.23m,12,"-2,65 Mill. £",2010.0
1188,143,SL Benfica U19,Portugal,£3.60m,14,-,12,"-4,00 Mill. £",2010.0
1189,144,Milan Primavera,Primavera B,£3.60m,16,-,16,"-4,00 Mill. £",2010.0
1190,145,AS Saint-Étienne,Ligue 1,£3.53m,19,£4.73m,16,"1,33 Mill. £",2010.0
1191,146,Getafe CF,LaLiga,£3.51m,12,£19.89m,12,"18,20 Mill. £",2010.0
1192,147,BSC Young Boys,Super League,£3.48m,22,£9.90m,19,"7,13 Mill. £",2010.0
1193,148,Stade Brest 29,Ligue 1,£3.42m,14,-,15,"-3,80 Mill. £",2010.0
1194,149,GNK Dinamo Zagreb,1.HNL,£3.42m,33,£7.21m,22,"4,21 Mill. £",2010.0
1195,150,1.FSV Mainz 05,Bundesliga,£3.42m,19,£4.61m,25,"1,32 Mill. £",2010.0
1197,151,Shandong Luneng Taishan,Super League,£3.20m,10,-,9,"-3,55 Mill. £",2010.0
1198,152,CFR Cluj,Liga 1,£3.18m,41,£10.53m,36,"8,17 Mill. £",2010.0
1199,153,AC Siena,Serie B,£3.16m,74,£8.24m,52,"5,64 Mill. £",2010.0
1200,154,Grêmio Foot-Ball Porto Alegrense,Série A,£3.15m,35,£2.03m,37,"-1,25 Mill. £",2010.0
1201,155,AJ Auxerre,Ligue 1,£3.15m,13,£2.19m,11,"-1,07 Mill. £",2010.0
1202,156,Manisaspor,Süper Lig,£3.11m,27,-,25,"-3,45 Mill. £",2010.0
1203,157,Hertha BSC,2.Bundesliga,£3.11m,23,£7.67m,25,"5,08 Mill. £",2010.0
1204,158,Fluminense Football Club,Série A,£3.06m,40,£4.25m,41,"1,32 Mill. £",2010.0
1205,159,KAA Gent,Jupiler Pro League,£3.06m,16,£4.14m,11,"1,20 Mill. £",2010.0
1206,160,Eskisehirspor,Süper Lig,£3.04m,17,-,24,"-3,38 Mill. £",2010.0
1207,161,FC Sochaux-Montbéliard,Ligue 1,£2.97m,14,£2.25m,10,-800 Th. £,2010.0
1208,162,Real Betis Balompié,LaLiga2,£2.97m,18,£1.98m,17,"-1,10 Mill. £",2010.0
1209,163,Ternana Calcio,Serie C - B,£2.95m,25,£900k,21,"-2,28 Mill. £",2010.0
1210,164,Konyaspor,Süper Lig,£2.94m,41,-,48,"-3,27 Mill. £",2010.0
1211,165,Club Deportivo Maldonado,Uruguay,£2.93m,24,-,21,"-3,26 Mill. £",2010.0
1212,166,Club de Regatas Vasco da Gama,Série A,£2.93m,49,£3.54m,52,685 Th. £,2010.0
1213,167,UD Almería,LaLiga,£2.88m,13,£4.50m,16,"1,80 Mill. £",2010.0
1214,168,RSC Anderlecht,Jupiler Pro League,£2.81m,29,£13.23m,23,"11,58 Mill. £",2010.0
1215,169,AZ Alkmaar,Eredivisie,£2.79m,24,£15.57m,14,"14,20 Mill. £",2010.0
1216,170,OGC Nice,Ligue 1,£2.79m,17,£20.70m,18,"19,90 Mill. £",2010.0
1217,171,Club Universidad de Chile,Primera División,£2.70m,24,£7.92m,24,"5,81 Mill. £",2010.0
1218,172,Lech Poznan,Ekstraklasa,£2.68m,19,£4.79m,19,"2,35 Mill. £",2010.0
1219,173,El Ahly Cairo,Premier League,£2.57m,15,-,13,"-2,85 Mill. £",2010.0
1220,174,Southampton FC,League One,£2.53m,27,-,29,"-2,82 Mill. £",2010.0
1221,175,CA Osasuna,LaLiga,£2.51m,16,£9.23m,13,"7,46 Mill. £",2010.0
1223,176,SC Heerenveen,Eredivisie,£2.48m,15,£2.03m,19,-500 Th. £,2010.0
1224,177,Kashima Antlers,J1 League,£2.45m,12,£2.34m,14,-125 Th. £,2010.0
1225,178,Athletic Bilbao,LaLiga,£2.45m,13,-,11,"-2,72 Mill. £",2010.0
1226,179,Legia Warszawa,Ekstraklasa,£2.44m,28,£558k,25,"-2,10 Mill. £",2010.0
1227,180,Barnsley FC,Championship,£2.44m,28,£1.44m,28,"-1,11 Mill. £",2010.0
1228,181,Reading FC,Championship,£2.39m,39,£6.36m,39,"4,41 Mill. £",2010.0
1229,182,FC Groningen,Eredivisie,£2.39m,13,£248k,13,"-2,38 Mill. £",2010.0
1230,183,Rapid Bucharest,Liga 1,£2.38m,26,£2.30m,28,-94 Th. £,2010.0
1231,184,Red Star Belgrade,SuperLiga,£2.22m,37,£4.20m,32,"2,20 Mill. £",2010.0
1232,185,Club Brugge KV,Jupiler Pro League,£2.21m,17,£675k,16,"-1,70 Mill. £",2010.0
1233,186,Eintracht Frankfurt,Bundesliga,£2.21m,13,£1.04m,15,"-1,30 Mill. £",2010.0
1234,187,Cracovia Kraków,Ekstraklasa,£2.20m,31,£810k,26,"-1,54 Mill. £",2010.0
1235,188,Universitatea Cluj,Liga 1,£2.18m,45,£270k,39,"-2,13 Mill. £",2010.0
1236,189,Al-Shabab Riyadh,Professional League,£2.12m,10,-,16,"-2,36 Mill. £",2010.0
1237,190,Bristol City,Championship,£2.07m,36,£405k,34,"-1,86 Mill. £",2010.0
1238,191,Terek Grozny,Premier Liga,£2.07m,9,-,6,"-2,30 Mill. £",2010.0
1239,192,Polonia Warsaw,Ekstraklasa,£2.05m,28,£1.37m,35,-750 Th. £,2010.0
1240,193,Al-Ahli Jeddah,Professional League,£2.03m,9,-,17,"-2,26 Mill. £",2010.0
1241,194,Wisla Kraków,Ekstraklasa,£1.98m,24,£7.49m,25,"6,12 Mill. £",2010.0
1242,195,Nottingham Forest,Championship,£1.89m,17,£1.08m,17,-900 Th. £,2010.0
1243,196,Al-Nassr FC,Professional League,£1.89m,12,-,14,"-2,10 Mill. £",2010.0
1244,197,Kayserispor,Süper Lig,£1.85m,16,£4.23m,19,"2,65 Mill. £",2010.0
1245,198,Atlas Guadalajara,Liga MX Clausura,£1.84m,30,£6.71m,32,"5,42 Mill. £",2010.0
1246,199,Club Estudiantes de La Plata,Torneo Final,£1.83m,29,£9.22m,24,"8,20 Mill. £",2010.0
1247,200,FC Basel 1893,Super League,£1.80m,18,£5.44m,13,"4,05 Mill. £",2010.0
1249,201,Shakhtar Donetsk II,Ukraine,£1.80m,30,-,26,"-2,00 Mill. £",2010.0
1250,202,Panathinaikos Athens,Super League,£1.79m,31,£1.72m,19,-75 Th. £,2010.0
1251,203,AC Sparta Praha,Fortuna Liga,£1.78m,25,£7.20m,18,"6,02 Mill. £",2010.0
1252,204,Maccabi Haifa,Ligat ha'Al,£1.78m,30,£3.74m,24,"2,18 Mill. £",2010.0
1253,205,Videoton FC,NB I.,£1.76m,15,£90k,14,"-1,85 Mill. £",2010.0
1254,206,Tom Tomsk,Premier Liga,£1.71m,16,£630k,20,"-1,21 Mill. £",2010.0
1255,207,Hapoel Tel Aviv,Ligat ha'Al,£1.71m,22,£2.34m,16,700 Th. £,2010.0
1256,208,Ipswich Town,Championship,£1.71m,32,£3.99m,30,"2,54 Mill. £",2010.0
1257,209,Club Atlético Lanús,Torneo Final,£1.70m,31,£8.23m,21,"7,25 Mill. £",2010.0
1258,210,Al Gharafa Sports Club,Qatar,£1.62m,5,-,6,"-1,80 Mill. £",2010.0
1259,211,Al-Shabab Al-Arabi Club,United Arab Emirates,£1.62m,5,-,6,"-1,80 Mill. £",2010.0
1260,212,Valenciennes FC,Ligue 1,£1.62m,11,£7.65m,12,"6,70 Mill. £",2010.0
1261,213,FC Zürich,Super League,£1.60m,22,-,14,"-1,78 Mill. £",2010.0
1262,214,Portland Timbers,MLS,£1.53m,27,-,25,"-1,70 Mill. £",2010.0
1263,215,Everton FC,Premier League,£1.53m,15,£5.94m,14,"4,90 Mill. £",2010.0
1264,216,Vicenza Calcio,Serie B,£1.49m,49,£5.48m,47,"4,43 Mill. £",2010.0
1265,217,LDU Quito,Ecuador,£1.49m,20,£450k,17,"-1,15 Mill. £",2010.0
1266,218,Millwall FC,Championship,£1.48m,34,£203k,30,"-1,42 Mill. £",2010.0
1267,219,Fiorentina Primavera,Primavera A,£1.45m,7,£45k,13,"-1,56 Mill. £",2010.0
1268,220,Derby County,Championship,£1.45m,34,£1.19m,34,-285 Th. £,2010.0
1269,221,Raja Club Athletic Casablanca,Morocco,£1.44m,20,£585k,19,-955 Th. £,2010.0
1270,222,IF Elfsborg,Allsvenskan,£1.38m,16,£5.13m,15,"4,17 Mill. £",2010.0
1271,223,FC Augsburg,2.Bundesliga,£1.37m,19,£158k,18,"-1,35 Mill. £",2010.0
1272,224,Sivasspor,Süper Lig,£1.35m,24,-,28,"-1,50 Mill. £",2010.0
1273,225,FC Midtjylland,Superligaen,£1.35m,14,£5.04m,11,"4,10 Mill. £",2010.0
1275,226,Arsenal FC U18,England,£1.35m,3,-,11,"-1,50 Mill. £",2010.0
1276,227,Metalurh Donetsk,Premier Liga,£1.35m,17,£5.27m,18,"4,35 Mill. £",2010.0
1277,228,Zaglebie Lubin,Ekstraklasa,£1.35m,22,£554k,19,-880 Th. £,2010.0
1278,229,Preston North End,Championship,£1.33m,33,£3.17m,31,"2,05 Mill. £",2010.0
1279,230,Sheffield Wednesday,League One,£1.33m,22,£1.62m,19,325 Th. £,2010.0
1280,231,Club Atlético Banfield,Torneo Final,£1.32m,25,£12.06m,23,"11,93 Mill. £",2010.0
1281,232,Rosenborg BK,Eliteserien,£1.32m,17,£3.65m,17,"2,58 Mill. £",2010.0
1282,233,Racing Santander,LaLiga,£1.32m,17,£9.00m,19,"8,54 Mill. £",2010.0
1283,234,FC Viktoria Plzen,Fortuna Liga,£1.31m,26,£450k,18,-960 Th. £,2010.0
1284,235,SC Freiburg,Bundesliga,£1.31m,14,£189k,14,"-1,24 Mill. £",2010.0
1285,236,Tours FC,Ligue 2,£1.31m,15,£1.80m,21,550 Th. £,2010.0
1286,237,Arsenal Kyiv,Premier Liga,£1.28m,16,-,18,"-1,42 Mill. £",2010.0
1287,238,Alania Vladikavkaz,1.Division,£1.26m,25,-,24,"-1,40 Mill. £",2010.0
1288,239,CD Nacional,Liga NOS,£1.26m,24,-,25,"-1,40 Mill. £",2010.0
1289,240,Doncaster Rovers,Championship,£1.24m,24,-,24,"-1,38 Mill. £",2010.0
1290,241,Bursaspor,Süper Lig,£1.24m,26,-,20,"-1,38 Mill. £",2010.0
1291,242,Coritiba Foot Ball Club,Série A,£1.23m,47,-,43,"-1,37 Mill. £",2010.0
1292,243,Scunthorpe United,Championship,£1.22m,33,£3.12m,36,"2,11 Mill. £",2010.0
1293,244,Tiburones Rojos de Veracruz,Ascenso MX Clausura,£1.17m,48,-,50,"-1,30 Mill. £",2010.0
1294,245,Club Necaxa,Liga MX Clausura,£1.08m,50,-,43,"-1,20 Mill. £",2010.0
1295,246,CF Monterrey,Liga MX Clausura,£900k,27,£1.26m,22,400 Th. £,2010.0
1296,247,Quilmes Atlético Club,Torneo Final,£878k,31,£3.83m,38,"3,28 Mill. £",2010.0
1297,248,Club Deportivo Godoy Cruz Antonio Tomba,Torneo Final,£738k,24,£1.35m,23,680 Th. £,2010.0
1298,249,Club Atlético Independiente,Torneo Final,£738k,31,£4.23m,22,"3,88 Mill. £",2010.0
1299,250,Deportivo Toluca,Liga MX Clausura,£675k,24,£2.70m,17,"2,25 Mill. £",2010.0
