,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
1134,91,1.FSV Mainz 05,Bundesliga,£12.47m,27,£30.78m,25,"20,35 Mill. £",2015.0
1135,92,Trabzonspor,Süper Lig,£12.29m,54,£12.24m,37,-54 Th. £,2015.0
1136,93,Brighton & Hove Albion,Championship,£12.11m,33,-,29,"-13,45 Mill. £",2015.0
1137,94,Sociedade Esportiva Palmeiras,Série A,£11.95m,58,£3.15m,59,"-9,78 Mill. £",2015.0
1138,95,FC Basel 1893,Super League,£11.88m,25,£31.68m,20,"22,00 Mill. £",2015.0
1139,96,Genoa CFC,Serie A,£11.88m,76,£37.26m,59,"28,20 Mill. £",2015.0
1140,97,LOSC Lille,Ligue 1,£11.61m,30,£31.73m,20,"22,35 Mill. £",2015.0
1141,98,SV Werder Bremen,Bundesliga,£11.59m,26,£17.51m,19,"6,57 Mill. £",2015.0
1142,99,Al-Ain FC,UAE Gulf League,£11.16m,13,£9.09m,14,"-2,30 Mill. £",2015.0
1143,100,US Palermo,Serie A,£10.76m,58,£46.71m,44,"39,95 Mill. £",2015.0
1145,101,Eintracht Frankfurt,Bundesliga,£10.64m,16,£10.89m,14,280 Th. £,2015.0
1146,102,Hull City,Championship,£10.31m,15,£31.64m,25,"23,70 Mill. £",2015.0
1147,103,Ajax Amsterdam,Eredivisie,£10.17m,18,£5.40m,15,"-5,30 Mill. £",2015.0
1148,104,Standard Liège,Jupiler Pro League,£10.13m,46,£13.59m,47,"3,85 Mill. £",2015.0
1149,105,Club Atlético Boca Juniors,Primera División,£10.00m,28,£20.10m,29,"11,23 Mill. £",2015.0
1150,106,Galatasaray SK,Süper Lig,£9.93m,36,£19.62m,27,"10,76 Mill. £",2015.0
1151,107,Club Deportivo Maldonado,Segunda División - Segunda Fase,£9.90m,38,£4.05m,35,"-6,50 Mill. £",2015.0
1152,108,FC Girondins Bordeaux,Ligue 1,£9.90m,15,£20.07m,15,"11,30 Mill. £",2015.0
1153,109,Feyenoord Rotterdam,Eredivisie,£9.45m,23,£16.92m,19,"8,30 Mill. £",2015.0
1154,110,Brentford FC,Championship,£9.37m,22,£22.95m,34,"15,10 Mill. £",2015.0
1155,111,Ajax Amsterdam U21,Keuken Kampioen Divisie,£9.25m,17,-,13,"-10,28 Mill. £",2015.0
1156,112,Dynamo Kyiv,Premier Liga,£9.09m,31,£13.32m,19,"4,70 Mill. £",2015.0
1157,113,FC Lorient,Ligue 1,£8.93m,18,£16.65m,17,"8,58 Mill. £",2015.0
1158,114,Club Atlético River Plate,Primera División,£8.89m,26,£24.79m,27,"17,67 Mill. £",2015.0
1159,115,Sporting CP,Liga NOS,£8.79m,34,£17.12m,23,"9,25 Mill. £",2015.0
1160,116,Clube Atlético Mineiro,Série A,£8.54m,41,£15.68m,36,"7,93 Mill. £",2015.0
1161,117,Wolverhampton Wanderers,Championship,£8.41m,32,£13.57m,32,"5,73 Mill. £",2015.0
1162,118,GNK Dinamo Zagreb,1.HNL,£8.37m,42,£12.51m,27,"4,61 Mill. £",2015.0
1163,119,AC Cesena,Serie B,£8.06m,67,£20.93m,57,"14,30 Mill. £",2015.0
1164,120,Real Betis Balompié,LaLiga,£7.97m,28,£945k,21,"-7,80 Mill. £",2015.0
1165,121,KRC Genk,Jupiler Pro League,£7.83m,33,£21.74m,25,"15,45 Mill. £",2015.0
1166,122,Fulham FC,Championship,£7.80m,33,£8.57m,35,855 Th. £,2015.0
1167,123,Málaga CF,LaLiga,£7.79m,23,£42.12m,26,"38,15 Mill. £",2015.0
1168,124,Red Bull Salzburg,Bundesliga,£7.77m,24,£7.74m,18,-36 Th. £,2015.0
1169,125,BSC Young Boys,Super League,£7.70m,20,£1.08m,16,"-7,35 Mill. £",2015.0
1171,126,KAA Gent,Jupiler Pro League,£7.38m,36,£2.25m,30,"-5,70 Mill. £",2015.0
1172,127,Athletic Bilbao,LaLiga,£7.20m,20,-,16,"-8,00 Mill. £",2015.0
1173,128,Deportivo de La Coruña,LaLiga,£7.20m,21,-,25,"-8,00 Mill. £",2015.0
1174,129,Tianjin Teda,Super League,£7.11m,15,£63k,14,"-7,83 Mill. £",2015.0
1175,130,Fluminense Football Club,Série A,£6.91m,51,£10.13m,54,"3,57 Mill. £",2015.0
1176,131,Chievo Verona,Serie A,£6.89m,104,£12.83m,75,"6,60 Mill. £",2015.0
1177,132,Bursaspor,Süper Lig,£6.85m,35,£21.09m,29,"15,82 Mill. £",2015.0
1178,133,Hertha BSC,Bundesliga,£6.57m,15,£4.43m,12,"-2,38 Mill. £",2015.0
1179,134,PAOK Thessaloniki,Super League,£6.47m,61,£2.70m,34,"-4,19 Mill. £",2015.0
1180,135,SL Benfica B,Ledman Liga Pro,£6.35m,50,-,30,"-7,05 Mill. £",2015.0
1181,136,FC Nantes,Ligue 1,£6.30m,16,£15.80m,17,"10,55 Mill. £",2015.0
1182,137,Yanbian Funde,Super League,£6.29m,10,-,10,"-6,99 Mill. £",2015.0
1183,138,Leeds United,Championship,£6.27m,21,£4.95m,26,"-1,46 Mill. £",2015.0
1184,139,FC Copenhagen,Superligaen,£6.12m,15,£6.41m,16,318 Th. £,2015.0
1185,140,Clube de Regatas do Flamengo,Série A,£5.96m,57,£7.04m,49,"1,20 Mill. £",2015.0
1186,141,PFK Ludogorets Razgrad,Parva Liga,£5.95m,11,£4.68m,10,"-1,42 Mill. £",2015.0
1187,142,Levante UD,LaLiga,£5.90m,19,-,19,"-6,55 Mill. £",2015.0
1188,143,Club Atlético San Lorenzo de Almagro,Primera División,£5.76m,26,£1.87m,17,"-4,32 Mill. £",2015.0
1189,144,Los Angeles Galaxy,MLS,£5.72m,22,£1.80m,18,"-4,35 Mill. £",2015.0
1190,145,FC Empoli,Serie A,£5.72m,50,£10.35m,39,"5,15 Mill. £",2015.0
1191,146,Grêmio Foot-Ball Porto Alegrense,Série A,£5.71m,42,£3.04m,40,"-2,96 Mill. £",2015.0
1192,147,CF América,Liga MX Clausura,£5.67m,28,-,22,"-6,30 Mill. £",2015.0
1193,148,Hellas Verona,Serie A,£5.67m,69,£1.67m,62,"-4,45 Mill. £",2015.0
1194,149,FC Ingolstadt 04,Bundesliga,£5.58m,6,-,9,"-6,20 Mill. £",2015.0
1195,150,Chongqing Lifan,Super League,£5.54m,18,£900k,18,"-5,15 Mill. £",2015.0
1197,151,SM Caen,Ligue 1,£5.45m,23,£12.60m,18,"7,95 Mill. £",2015.0
1198,152,Beijing BSU,League One,£5.40m,13,-,12,"-6,00 Mill. £",2015.0
1199,153,El Ahly Cairo,Premier League,£5.13m,16,£900k,15,"-4,70 Mill. £",2015.0
1200,154,Club Atlético Independiente,Primera División,£5.12m,22,£4.90m,25,-248 Th. £,2015.0
1201,155,Stade Rennais FC,Ligue 1,£5.08m,28,£9.54m,20,"4,96 Mill. £",2015.0
1202,156,CD Cruz Azul,Liga MX Clausura,£5.03m,32,-,24,"-5,59 Mill. £",2015.0
1203,157,Cruzeiro Esporte Clube,Série A,£4.98m,45,£716k,52,"-4,74 Mill. £",2015.0
1204,158,Juventus Primavera,Primavera A,£4.95m,64,£135k,48,"-5,35 Mill. £",2015.0
1205,159,Deportivo Toluca,Liga MX Clausura,£4.93m,28,-,24,"-5,48 Mill. £",2015.0
1206,160,Reading FC,Championship,£4.82m,35,£7.92m,40,"3,45 Mill. £",2015.0
1207,161,Al Gharafa Sports Club,Stars League,£4.77m,14,£990k,17,"-4,20 Mill. £",2015.0
1208,162,Chievo Primavera,Primavera B,£4.70m,52,-,42,"-5,22 Mill. £",2015.0
1209,163,CF Monterrey,Liga MX Clausura,£4.59m,38,-,29,"-5,10 Mill. £",2015.0
1210,164,Club León FC,Liga MX Clausura,£4.50m,33,£6.57m,27,"2,30 Mill. £",2015.0
1211,165,Lokomotiv Moscow,Premier Liga,£4.50m,12,£17.46m,12,"14,40 Mill. £",2015.0
1212,166,SC Freiburg,2.Bundesliga,£4.44m,28,£23.18m,19,"20,82 Mill. £",2015.0
1213,167,Al-Ahli Jeddah,Professional League,£4.42m,15,£2.84m,19,"-1,76 Mill. £",2015.0
1214,168,AZ Alkmaar,Eredivisie,£4.23m,22,£17.82m,14,"15,10 Mill. £",2015.0
1215,169,Zenit St. Petersburg,Premier Liga,£4.18m,16,£15.89m,13,"13,01 Mill. £",2015.0
1216,170,FC Midtjylland,Superligaen,£4.15m,25,£3.33m,24,-910 Th. £,2015.0
1217,171,Racing Club,Primera División,£4.14m,24,-,19,"-4,61 Mill. £",2015.0
1218,172,Portland Timbers,MLS,£4.14m,18,£828k,18,"-3,68 Mill. £",2015.0
1219,173,Al Duhail Sports Club,Stars League,£4.12m,8,-,11,"-4,58 Mill. £",2015.0
1220,174,Maccabi Tel Aviv,Ligat ha'Al,£4.05m,25,£1.26m,26,"-3,10 Mill. £",2015.0
1221,175,Delfino Pescara 1936,Serie B,£4.01m,77,£11.07m,73,"7,84 Mill. £",2015.0
1223,176,UD Las Palmas,LaLiga,£3.96m,23,-,20,"-4,40 Mill. £",2015.0
1224,177,Wigan Athletic,League One,£3.92m,49,£5.20m,43,"1,43 Mill. £",2015.0
1225,178,Charlton Athletic,Championship,£3.83m,40,£5.31m,44,"1,65 Mill. £",2015.0
1226,179,SC Braga,Liga NOS,£3.78m,45,£25.50m,30,"24,13 Mill. £",2015.0
1227,180,OGC Nice,Ligue 1,£3.69m,28,£12.60m,23,"9,90 Mill. £",2015.0
1228,181,Rubin Kazan,Premier Liga,£3.63m,36,£270k,21,"-3,73 Mill. £",2015.0
1229,182,Manchester City U21,Premier League 2,£3.60m,30,£194k,23,"-3,79 Mill. £",2015.0
1230,183,Granada CF,LaLiga,£3.47m,50,£10.05m,50,"7,32 Mill. £",2015.0
1231,184,FK Rostov,Premier Liga,£3.42m,23,-,26,"-3,80 Mill. £",2015.0
1232,185,Kashiwa Reysol,J1 - 2nd Stage,£3.39m,14,-,12,"-3,77 Mill. £",2015.0
1233,186,Bristol City,Championship,£3.34m,26,£225k,25,"-3,47 Mill. £",2015.0
1234,187,SD Eibar,LaLiga,£3.33m,30,-,31,"-3,70 Mill. £",2015.0
1235,188,FC Groningen,Eredivisie,£3.33m,15,£4.89m,13,"1,74 Mill. £",2015.0
1236,189,Al-Ittihad Jeddah,Professional League,£3.31m,23,-,23,"-3,68 Mill. £",2015.0
1237,190,Esperance Tunis,Ligue I Pro,£3.30m,30,£315k,22,"-3,31 Mill. £",2015.0
1238,191,Al Rayyan Sports Club,Stars League,£3.28m,25,-,22,"-3,64 Mill. £",2015.0
1239,192,SK Slavia Prag,Fortuna Liga,£3.24m,35,-,30,"-3,60 Mill. £",2015.0
1240,193,Al Sadd Sports Club,Stars League,£3.15m,14,-,11,"-3,50 Mill. £",2015.0
1241,194,Hellas Verona Primavera,Primavera B,£3.15m,25,£3.15m,25,+-0,2015.0
1242,195,Genoa Primavera,Primavera A,£3.15m,52,£3.15m,48,+-0,2015.0
1243,196,SC Heerenveen,Eredivisie,£3.11m,19,£3.92m,15,900 Th. £,2015.0
1244,197,Club Atlético Rosario Central,Primera División,£3.06m,16,£990k,12,"-2,30 Mill. £",2015.0
1245,198,Shijiazhuang Ever Bright,Super League,£2.84m,12,-,13,"-3,15 Mill. £",2015.0
1246,199,RCD Espanyol Barcelona,LaLiga,£2.84m,32,£13.68m,24,"12,05 Mill. £",2015.0
1247,200,Al-Wahda FC Abu Dhabi,UAE Gulf League,£2.79m,5,-,10,"-3,10 Mill. £",2015.0
1249,201,Birmingham City,Championship,£2.74m,29,£4.59m,33,"2,06 Mill. £",2015.0
1250,202,Brescia Calcio,Serie B,£2.70m,38,£2.84m,36,150 Th. £,2015.0
1251,203,Al-Nasr (Dubai),UAE Gulf League,£2.70m,10,-,14,"-3,00 Mill. £",2015.0
1252,204,Kasimpasa,Süper Lig,£2.67m,18,£5.85m,18,"3,53 Mill. £",2015.0
1253,205,Al-Ettifaq,Saudi Arabia,£2.63m,14,£2.61m,12,-25 Th. £,2015.0
1254,206,Legia Warszawa,Ekstraklasa,£2.63m,30,£2.48m,27,-175 Th. £,2015.0
1255,207,FC Toulouse,Ligue 1,£2.61m,13,£9.45m,14,"7,60 Mill. £",2015.0
1256,208,Baniyas SC,UAE Gulf League,£2.60m,8,-,8,"-2,89 Mill. £",2015.0
1257,209,Panathinaikos Athens,Super League,£2.57m,25,£2.25m,21,-350 Th. £,2015.0
1258,210,Arsenal FC U21,Premier League 2,£2.52m,16,-,16,"-2,80 Mill. £",2015.0
1259,211,HSC Montpellier,Ligue 1,£2.45m,12,£3.60m,11,"1,28 Mill. £",2015.0
1260,212,CF Pachuca,Liga MX Clausura,£2.43m,52,£7.97m,44,"6,15 Mill. £",2015.0
1261,213,Colorado Rapids,MLS,£2.43m,23,-,24,"-2,70 Mill. £",2015.0
1262,214,SC Paderborn 07,2.Bundesliga,£2.43m,20,£5.49m,22,"3,40 Mill. £",2015.0
1263,215,Sampdoria Primavera,Primavera A,£2.43m,31,-,29,"-2,70 Mill. £",2015.0
1264,216,FC Porto B,Ledman Liga Pro,£2.43m,52,-,38,"-2,70 Mill. £",2015.0
1265,217,Sharjah Cultural Sports Club,UAE Gulf League,£2.43m,6,-,11,"-2,70 Mill. £",2015.0
1266,218,Hangzhou Greentown,Super League,£2.41m,29,£10.86m,27,"9,39 Mill. £",2015.0
1267,219,Arsenal FC U18,England,£2.35m,13,-,10,"-2,62 Mill. £",2015.0
1268,220,Henan Jianye,Super League,£2.35m,17,£11.95m,21,"10,67 Mill. £",2015.0
1269,221,1.FC Kaiserslautern,2.Bundesliga,£2.34m,19,£5.76m,18,"3,80 Mill. £",2015.0
1270,222,Steaua Bukarest,Liga 1,£2.30m,44,£900k,28,"-1,55 Mill. £",2015.0
1271,223,Atlético Nacional,Liga Águila II,£2.25m,31,£4.05m,26,"2,00 Mill. £",2015.0
1272,224,Al-Shabab Al-Arabi Club,UAE Gulf League,£2.25m,6,£1.80m,6,-500 Th. £,2015.0
1273,225,Istanbul Basaksehir,Süper Lig,£2.25m,13,£2.49m,11,270 Th. £,2015.0
1275,226,Cesena Primavera,Primavera B,£2.25m,42,-,44,"-2,50 Mill. £",2015.0
1276,227,Club Estudiantes de La Plata,Primera División,£2.25m,30,£16.71m,32,"16,07 Mill. £",2015.0
1277,228,Red Star Belgrade,SuperLiga,£2.24m,47,£14.18m,41,"13,26 Mill. £",2015.0
1278,229,Zamalek SC,Premier League,£2.17m,22,£2.34m,16,190 Th. £,2015.0
1279,230,Hapoel Tel Aviv,Ligat ha'Al,£2.12m,34,£225k,36,"-2,10 Mill. £",2015.0
1280,231,São Paulo Futebol Clube,Série A,£2.09m,26,£28.27m,26,"29,09 Mill. £",2015.0
1281,232,Dalian Yifang,League One,£2.07m,13,£653k,14,"-1,58 Mill. £",2015.0
1282,233,Vitória Guimarães SC,Liga NOS,£2.03m,23,£6.75m,23,"5,25 Mill. £",2015.0
1283,234,Genclerbirligi Ankara,Süper Lig,£2.02m,45,-,32,"-2,25 Mill. £",2015.0
1284,235,Sport Club Internacional,Série A,£1.94m,49,£18.92m,48,"18,87 Mill. £",2015.0
1285,236,Bröndby IF,Superligaen,£1.93m,23,£3.69m,17,"1,95 Mill. £",2015.0
1286,237,Sport Club do Recife,Série A,£1.91m,30,£3.23m,27,"1,47 Mill. £",2015.0
1287,238,Caykur Rizespor,Süper Lig,£1.88m,24,£1.98m,20,114 Th. £,2015.0
1288,239,Vissel Kobe,J1 - 2nd Stage,£1.80m,16,£1.04m,14,-850 Th. £,2015.0
1289,240,Club Tijuana,Liga MX Clausura,£1.80m,37,-,35,"-2,00 Mill. £",2015.0
1290,241,Rapid Vienna,Bundesliga,£1.80m,12,£8.01m,7,"6,90 Mill. £",2015.0
1291,242,Al-Hilal Riyadh,Professional League,£1.80m,9,£9.90m,13,"9,00 Mill. £",2015.0
1292,243,Liaoning FC,Super League,£1.80m,17,£15.21m,17,"14,90 Mill. £",2015.0
1293,244,Dnipro Dnipropetrovsk,Premier Liga,£1.80m,17,£9.27m,17,"8,30 Mill. £",2015.0
1294,245,Apollon Limassol,First Division,£1.80m,24,£5.94m,28,"4,60 Mill. £",2015.0
1295,246,Yokohama F. Marinos,J1 - 2nd Stage,£1.76m,12,-,15,"-1,95 Mill. £",2015.0
1296,247,CSD Colo Colo,Primera División,£1.22m,21,£828k,17,-437 Th. £,2015.0
1297,248,Club Necaxa,Ascenso MX Clausura,£1.20m,24,-,29,"-1,33 Mill. £",2015.0
1298,249,Huachipato FC,Primera División,£1.13m,17,£1.04m,20,-90 Th. £,2015.0
1299,250,Club Universidad de Chile,Primera División,£1.08m,29,-,26,"-1,20 Mill. £",2015.0
